"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"1724 W GREENLEAF AVE","1724","W","GREENLEAF","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1724%20and%20direction=%27W%27%20and%20street_name=%27GREENLEAF%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1724%20and%20direction=%27W%27%20and%20street_name=%27GREENLEAF%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1724%20and%20direction=%27W%27%20and%20street_name=%27GREENLEAF%27%20and%20street_type=%27AVE%27)",,,"42.01032472895419","-87.67339987061956","POINT (-87.67339987061956 42.01032472895419)"
"2412 S BELL AVE","2412","S","BELL","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2412%20and%20direction=%27S%27%20and%20street_name=%27BELL%27%20and%20street_type=%27AVE%27)",,,,,,,"41.848029149106736","-87.68223950727405","POINT (-87.68223950727405 41.848029149106736)"
"4459 N HARDING AVE","4459","N","HARDING","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4459%20and%20direction=%27N%27%20and%20street_name=%27HARDING%27%20and%20street_type=%27AVE%27)",,,"41.962581504205986","-87.72650342618432","POINT (-87.72650342618432 41.962581504205986)"
"417 E 45TH ST","417","E","45TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=417%20and%20direction=%27E%27%20and%20street_name=%2745TH%27%20and%20street_type=%27ST%27)",,,"41.81291494178979","-87.61568125265613","POINT (-87.61568125265613 41.81291494178979)"
"5020 S WOLCOTT AVE","5020","S","WOLCOTT","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5020%20and%20direction=%27S%27%20and%20street_name=%27WOLCOTT%27%20and%20street_type=%27AVE%27)",,,,,,"41.80245345048803","-87.67224455275226","POINT (-87.67224455275226 41.80245345048803)"
"231 W 108TH PL","231","W","108TH","PL",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=231%20and%20direction=%27W%27%20and%20street_name=%27108TH%27%20and%20street_type=%27PL%27)",,,,,,"41.69695784967044","-87.62925694427048","POINT (-87.62925694427048 41.69695784967044)"
"4213 S PRAIRIE AVE","4213","S","PRAIRIE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4213%20and%20direction=%27S%27%20and%20street_name=%27PRAIRIE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.81796650236867","-87.61968222856034","POINT (-87.61968222856034 41.81796650236867)"
"500 W 35TH ST","500","W","35TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=500%20and%20direction=%27W%27%20and%20street_name=%2735TH%27%20and%20street_type=%27ST%27)",,,,,,"41.83095443385002","-87.63886689866528","POINT (-87.63886689866528 41.83095443385002)"
"5509 1/2 N LINCOLN AVE",,"N","LINCOLN","AVE",,,,,,,,"41.98165827016262","-87.69269291317912","POINT (-87.69269291317912 41.98165827016262)"
"2640 W CORTLAND ST","2640","W","CORTLAND","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2640%20and%20direction=%27W%27%20and%20street_name=%27CORTLAND%27%20and%20street_type=%27ST%27)",,,,"41.915811164463925","-87.6939327258834","POINT (-87.6939327258834 41.915811164463925)"
"3234 S HOYNE AVE","3234","S","HOYNE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=3234%20and%20direction=%27S%27%20and%20street_name=%27HOYNE%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=3234%20and%20direction=%27S%27%20and%20street_name=%27HOYNE%27%20and%20street_type=%27AVE%27)",,,,"41.83481924651333","-87.6780108947415","POINT (-87.6780108947415 41.83481924651333)"
"4348 W 16TH ST","4348","W","16TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=4348%20and%20direction=%27W%27%20and%20street_name=%2716TH%27%20and%20street_type=%27ST%27)",,"41.85884669476158","-87.73421779300116","POINT (-87.73421779300116 41.85884669476158)"
"3636 S PARNELL AVE","3636","S","PARNELL","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=3636%20and%20direction=%27S%27%20and%20street_name=%27PARNELL%27%20and%20street_type=%27AVE%27)",,,,,,"41.82789489353221","-87.6400895697853","POINT (-87.6400895697853 41.82789489353221)"
"1933 W CHICAGO AVE","1933","W","CHICAGO","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1933%20and%20direction=%27W%27%20and%20street_name=%27CHICAGO%27%20and%20street_type=%27AVE%27)",,,"41.89581981419172","-87.6759684435291","POINT (-87.6759684435291 41.89581981419172)"
"1300 W 33RD ST","1300","W","33RD","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1300%20and%20direction=%27W%27%20and%20street_name=%2733RD%27%20and%20street_type=%27ST%27)",,,,,,,"41.834372031147375","-87.65843626168065","POINT (-87.65843626168065 41.834372031147375)"
"1421 W 79TH ST","1421","W","79TH","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1421%20and%20direction=%27W%27%20and%20street_name=%2779TH%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1421%20and%20direction=%27W%27%20and%20street_name=%2779TH%27%20and%20street_type=%27ST%27)",,,,"41.750303968858695","-87.65948612934058","POINT (-87.65948612934058 41.750303968858695)"
"1108 E 133RD ST","1108","E","133RD","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1108%20and%20direction=%27E%27%20and%20street_name=%27133RD%27%20and%20street_type=%27ST%27)",,,,,,"41.65386093219671","-87.59446554589314","POINT (-87.59446554589314 41.65386093219671)"
"3556 N SHEFFIELD AVE","3556","N","SHEFFIELD","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=3556%20and%20direction=%27N%27%20and%20street_name=%27SHEFFIELD%27%20and%20street_type=%27AVE%27)",,"41.94709206123689","-87.65447240828398","POINT (-87.65447240828398 41.94709206123689)"
"349 E 81ST ST","349","E","81ST","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=349%20and%20direction=%27E%27%20and%20street_name=%2781ST%27%20and%20street_type=%27ST%27)",,,"41.74733087349849","-87.61612072053097","POINT (-87.61612072053097 41.74733087349849)"
"4044 S HALSTED ST","4044","S","HALSTED","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4044%20and%20direction=%27S%27%20and%20street_name=%27HALSTED%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4044%20and%20direction=%27S%27%20and%20street_name=%27HALSTED%27%20and%20street_type=%27ST%27)",,,"41.82047700291341","-87.64599286022771","POINT (-87.64599286022771 41.82047700291341)"
"3627 N HAMILTON AVE","3627","N","HAMILTON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=3627%20and%20direction=%27N%27%20and%20street_name=%27HAMILTON%27%20and%20street_type=%27AVE%27)",,,,,,"41.94764432645419","-87.68207151309927","POINT (-87.68207151309927 41.94764432645419)"
"1478 W FARRAGUT AVE","1478","W","FARRAGUT","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1478%20and%20direction=%27W%27%20and%20street_name=%27FARRAGUT%27%20and%20street_type=%27AVE%27)",,,,"41.97722438809517","-87.66777748570401","POINT (-87.66777748570401 41.97722438809517)"
"4911 N HERMITAGE AVE","4911","N","HERMITAGE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4911%20and%20direction=%27N%27%20and%20street_name=%27HERMITAGE%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4911%20and%20direction=%27N%27%20and%20street_name=%27HERMITAGE%27%20and%20street_type=%27AVE%27)",,,,"41.97214785800442","-87.672543644567","POINT (-87.672543644567 41.97214785800442)"
"59 W RANDOLPH ST","59","W","RANDOLPH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=59%20and%20direction=%27W%27%20and%20street_name=%27RANDOLPH%27%20and%20street_type=%27ST%27)",,"41.88437065977528","-87.63012857366299","POINT (-87.63012857366299 41.88437065977528)"
"2044 N DOMINICK ST","2044","N","DOMINICK","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2044%20and%20direction=%27N%27%20and%20street_name=%27DOMINICK%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2044%20and%20direction=%27N%27%20and%20street_name=%27DOMINICK%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2044%20and%20direction=%27N%27%20and%20street_name=%27DOMINICK%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2044%20and%20direction=%27N%27%20and%20street_name=%27DOMINICK%27%20and%20street_type=%27ST%27)",,,,,
"3717 N SHEFFIELD AVE","3717","N","SHEFFIELD","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=3717%20and%20direction=%27N%27%20and%20street_name=%27SHEFFIELD%27%20and%20street_type=%27AVE%27)",,,,"41.94959058043315","-87.6542532433779","POINT (-87.6542532433779 41.94959058043315)"
"1148 N WESTERN AVE","1148","N","WESTERN","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1148%20and%20direction=%27N%27%20and%20street_name=%27WESTERN%27%20and%20street_type=%27AVE%27)",,,,"41.90268899846405","-87.68716480410991","POINT (-87.68716480410991 41.90268899846405)"
"1646 W 46TH ST","1646","W","46TH","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1646%20and%20direction=%27W%27%20and%20street_name=%2746TH%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1646%20and%20direction=%27W%27%20and%20street_name=%2746TH%27%20and%20street_type=%27ST%27)",,,,"41.81051666803884","-87.66689109734209","POINT (-87.66689109734209 41.81051666803884)"
"1543 S LAWNDALE AVE","1543","S","LAWNDALE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1543%20and%20direction=%27S%27%20and%20street_name=%27LAWNDALE%27%20and%20street_type=%27AVE%27)",,,,,,"41.85949461733145","-87.71751242337075","POINT (-87.71751242337075 41.85949461733145)"
"6012 S JUSTINE ST","6012","S","JUSTINE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6012%20and%20direction=%27S%27%20and%20street_name=%27JUSTINE%27%20and%20street_type=%27ST%27)",,,,,,"41.78451404763796","-87.66327421632627","POINT (-87.66327421632627 41.78451404763796)"
"3544 E 106TH ST","3544","E","106TH","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=3544%20and%20direction=%27E%27%20and%20street_name=%27106TH%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=3544%20and%20direction=%27E%27%20and%20street_name=%27106TH%27%20and%20street_type=%27ST%27)",,,,"41.70285190603626","-87.537139292445","POINT (-87.537139292445 41.70285190603626)"
"11944 S HALSTED ST","11944","S","HALSTED","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=11944%20and%20direction=%27S%27%20and%20street_name=%27HALSTED%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=11944%20and%20direction=%27S%27%20and%20street_name=%27HALSTED%27%20and%20street_type=%27ST%27)",,,,"41.67647705260876","-87.64201021173683","POINT (-87.64201021173683 41.67647705260876)"
"11652 S AVENUE H AVE","11652","S","AVENUE H","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=11652%20and%20direction=%27S%27%20and%20street_name=%27AVENUE%20H%27%20and%20street_type=%27AVE%27)",,,,"41.683033810019325","-87.53298122764738","POINT (-87.53298122764738 41.683033810019325)"
"2550 W FLOURNOY ST","2550","W","FLOURNOY","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2550%20and%20direction=%27W%27%20and%20street_name=%27FLOURNOY%27%20and%20street_type=%27ST%27)",,,,,,"41.87304412185107","-87.69066930400452","POINT (-87.69066930400452 41.87304412185107)"
"2634 W 55TH ST","2634","W","55TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2634%20and%20direction=%27W%27%20and%20street_name=%2755TH%27%20and%20street_type=%27ST%27)",,"41.793865348364974","-87.6902924013383","POINT (-87.6902924013383 41.793865348364974)"
"8057 S ST LAWRENCE AVE","8057","S","ST LAWRENCE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=8057%20and%20direction=%27S%27%20and%20street_name=%27ST%20LAWRENCE%27%20and%20street_type=%27AVE%27)",,,,"41.74769468364805","-87.60983602708559","POINT (-87.60983602708559 41.74769468364805)"
"2218 W HURON ST","2218","W","HURON","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2218%20and%20direction=%27W%27%20and%20street_name=%27HURON%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2218%20and%20direction=%27W%27%20and%20street_name=%27HURON%27%20and%20street_type=%27ST%27)",,,,"41.89410974845654","-87.6827080854741","POINT (-87.6827080854741 41.89410974845654)"
"6104 S WINCHESTER AVE","6104","S","WINCHESTER","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6104%20and%20direction=%27S%27%20and%20street_name=%27WINCHESTER%27%20and%20street_type=%27AVE%27)",,,,,,"41.78279272573452","-87.6729309898753","POINT (-87.6729309898753 41.78279272573452)"
"6414 S EMERALD AVE","6414","S","EMERALD","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6414%20and%20direction=%27S%27%20and%20street_name=%27EMERALD%27%20and%20street_type=%27AVE%27)",,,"41.77742019689878","-87.64313966844888","POINT (-87.64313966844888 41.77742019689878)"
"1120 W BELMONT AVE","1120","W","BELMONT","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1120%20and%20direction=%27W%27%20and%20street_name=%27BELMONT%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1120%20and%20direction=%27W%27%20and%20street_name=%27BELMONT%27%20and%20street_type=%27AVE%27)",,,,"41.939970772387774","-87.65744160906583","POINT (-87.65744160906583 41.939970772387774)"
"1625 W EDGEWATER AVE","1625","W","EDGEWATER","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1625%20and%20direction=%27W%27%20and%20street_name=%27EDGEWATER%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1625%20and%20direction=%27W%27%20and%20street_name=%27EDGEWATER%27%20and%20street_type=%27AVE%27)",,,,"41.9858115469215","-87.67091780256625","POINT (-87.67091780256625 41.9858115469215)"
"849 N MASSASOIT AVE","849","N","MASSASOIT","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=849%20and%20direction=%27N%27%20and%20street_name=%27MASSASOIT%27%20and%20street_type=%27AVE%27)",,,,"41.89625073060053","-87.7689458848261","POINT (-87.7689458848261 41.89625073060053)"
"6701 S ELLIS AVE","6701","S","ELLIS","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6701%20and%20direction=%27S%27%20and%20street_name=%27ELLIS%27%20and%20street_type=%27AVE%27)",,,,,,
"5713 S WABASH AVE","5713","S","WABASH","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5713%20and%20direction=%27S%27%20and%20street_name=%27WABASH%27%20and%20street_type=%27AVE%27)",,,,,,"41.79061539342332","-87.62383956998217","POINT (-87.62383956998217 41.79061539342332)"
"7035 S PULASKI RD","7035","S","PULASKI","RD",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=7035%20and%20direction=%27S%27%20and%20street_name=%27PULASKI%27%20and%20street_type=%27RD%27)",,,,,,"41.76490323510206","-87.72226223609258","POINT (-87.72226223609258 41.76490323510206)"
"410 N DEARBORN ST","410","N","DEARBORN","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=410%20and%20direction=%27N%27%20and%20street_name=%27DEARBORN%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=410%20and%20direction=%27N%27%20and%20street_name=%27DEARBORN%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=410%20and%20direction=%27N%27%20and%20street_name=%27DEARBORN%27%20and%20street_type=%27ST%27)",,"41.88963425287828","-87.62974429986244","POINT (-87.62974429986244 41.88963425287828)"
"68 W MONROE ST","68","W","MONROE","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=68%20and%20direction=%27W%27%20and%20street_name=%27MONROE%27%20and%20street_type=%27ST%27)",,"41.8808130910961","-87.63031370811511","POINT (-87.63031370811511 41.8808130910961)"
"6825 N YORK RD","6825","N","YORK","RD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6825%20and%20direction=%27N%27%20and%20street_name=%27YORK%27%20and%20street_type=%27RD%27)",,,,,
"2231 W MAYPOLE AVE","2231","W","MAYPOLE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2231%20and%20direction=%27W%27%20and%20street_name=%27MAYPOLE%27%20and%20street_type=%27AVE%27)",,,,"41.88380556977231","-87.68257242093532","POINT (-87.68257242093532 41.88380556977231)"
"2641 N LARAMIE AVE","2641","N","LARAMIE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2641%20and%20direction=%27N%27%20and%20street_name=%27LARAMIE%27%20and%20street_type=%27AVE%27)",,,"41.929022597633185","-87.75618252130137","POINT (-87.75618252130137 41.929022597633185)"
"2136 N MARMORA AVE","2136","N","MARMORA","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2136%20and%20direction=%27N%27%20and%20street_name=%27MARMORA%27%20and%20street_type=%27AVE%27)",,,,,,,"41.919051273605994","-87.77326178310386","POINT (-87.77326178310386 41.919051273605994)"
"7000 W 60TH ST","7000","W","60TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=7000%20and%20direction=%27W%27%20and%20street_name=%2760TH%27%20and%20street_type=%27ST%27)",,,"41.78300426155926","-87.79629321107585","POINT (-87.79629321107585 41.78300426155926)"
"2309 S MICHIGAN AVE","2309","S","MICHIGAN","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2309%20and%20direction=%27S%27%20and%20street_name=%27MICHIGAN%27%20and%20street_type=%27AVE%27)",,"41.85079778063282","-87.62360628304772","POINT (-87.62360628304772 41.85079778063282)"
"1155 W DIVERSEY AVE","1155","W","DIVERSEY","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1155%20and%20direction=%27W%27%20and%20street_name=%27DIVERSEY%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1155%20and%20direction=%27W%27%20and%20street_name=%27DIVERSEY%27%20and%20street_type=%27AVE%27)",,"41.93245780886835","-87.65805862829534","POINT (-87.65805862829534 41.93245780886835)"
"1358 E 71ST PL","1358","E","71ST","PL","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1358%20and%20direction=%27E%27%20and%20street_name=%2771ST%27%20and%20street_type=%27PL%27)",,,,,,,"41.765216844182795","-87.59109142172623","POINT (-87.59109142172623 41.765216844182795)"
"7136 W GRAND AVE","7136","W","GRAND","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7136%20and%20direction=%27W%27%20and%20street_name=%27GRAND%27%20and%20street_type=%27AVE%27)",,,,,,,"41.92378769365188","-87.80411574471636","POINT (-87.80411574471636 41.92378769365188)"
"10319 S HALSTED ST","10319","S","HALSTED","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=10319%20and%20direction=%27S%27%20and%20street_name=%27HALSTED%27%20and%20street_type=%27ST%27)",,"41.70631954712714","-87.64266887582527","POINT (-87.64266887582527 41.70631954712714)"
"7240 W BELMONT AVE","7240","W","BELMONT","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=7240%20and%20direction=%27W%27%20and%20street_name=%27BELMONT%27%20and%20street_type=%27AVE%27)",,,,,,"41.938097846274374","-87.80835736337059","POINT (-87.80835736337059 41.938097846274374)"
"911 W RANDOLPH ST","911","W","RANDOLPH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=911%20and%20direction=%27W%27%20and%20street_name=%27RANDOLPH%27%20and%20street_type=%27ST%27)",,,"41.8842491783188","-87.65026421214128","POINT (-87.65026421214128 41.8842491783188)"
"732 E 133RD ST","732","E","133RD","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=732%20and%20direction=%27E%27%20and%20street_name=%27133RD%27%20and%20street_type=%27ST%27)",,,,"41.654503358421294","-87.60353040110262","POINT (-87.60353040110262 41.654503358421294)"
"3366 N CLARK ST","3366","N","CLARK","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=3366%20and%20direction=%27N%27%20and%20street_name=%27CLARK%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=3366%20and%20direction=%27N%27%20and%20street_name=%27CLARK%27%20and%20street_type=%27ST%27)",,,,"41.94331212182865","-87.65358204114983","POINT (-87.65358204114983 41.94331212182865)"
"3804 W MAYPOLE AVE","3804","W","MAYPOLE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=3804%20and%20direction=%27W%27%20and%20street_name=%27MAYPOLE%27%20and%20street_type=%27AVE%27)",,,,,,"41.88419461698014","-87.7211418733674","POINT (-87.7211418733674 41.88419461698014)"
"130 E 118TH ST","130","E","118TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=130%20and%20direction=%27E%27%20and%20street_name=%27118TH%27%20and%20street_type=%27ST%27)",,,,,,"41.68000619155278","-87.61930094786011","POINT (-87.61930094786011 41.68000619155278)"
"4741 W LEXINGTON ST","4741","W","LEXINGTON","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=4741%20and%20direction=%27W%27%20and%20street_name=%27LEXINGTON%27%20and%20street_type=%27ST%27)",,"41.871102827794246","-87.74412411150483","POINT (-87.74412411150483 41.871102827794246)"
"1801 W 35TH ST","1801","W","35TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1801%20and%20direction=%27W%27%20and%20street_name=%2735TH%27%20and%20street_type=%27ST%27)",,,,,,"41.83033637800443","-87.67045882712617","POINT (-87.67045882712617 41.83033637800443)"
"7901 S STEWART AVE","7901","S","STEWART","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7901%20and%20direction=%27S%27%20and%20street_name=%27STEWART%27%20and%20street_type=%27AVE%27)",,,,,,
"5042 S ARTESIAN AVE","5042","S","ARTESIAN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5042%20and%20direction=%27S%27%20and%20street_name=%27ARTESIAN%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5042%20and%20direction=%27S%27%20and%20street_name=%27ARTESIAN%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=5042%20and%20direction=%27S%27%20and%20street_name=%27ARTESIAN%27%20and%20street_type=%27AVE%27)",,,"41.80167440247965","-87.68564410905982","POINT (-87.68564410905982 41.80167440247965)"
"3304 N BROADWAY ","3304","N","BROADWAY",,,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=3304%20and%20direction=%27N%27%20and%20street_name=%27BROADWAY%27%20and%20street_type%20IS%20NULL)",,,"41.94204560962935","-87.64460936801963","POINT (-87.64460936801963 41.94204560962935)"
"2933 N LEAVITT ST","2933","N","LEAVITT","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2933%20and%20direction=%27N%27%20and%20street_name=%27LEAVITT%27%20and%20street_type=%27ST%27)",,,,"41.93500842569956","-87.68293965660094","POINT (-87.68293965660094 41.93500842569956)"
"1750 W MONTROSE AVE","1750","W","MONTROSE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1750%20and%20direction=%27W%27%20and%20street_name=%27MONTROSE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.961653247077635","-87.67282961768007","POINT (-87.67282961768007 41.961653247077635)"
"820 W 115TH ST","820","W","115TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=820%20and%20direction=%27W%27%20and%20street_name=%27115TH%27%20and%20street_type=%27ST%27)",,,,"41.68518014841012","-87.64302729157217","POINT (-87.64302729157217 41.68518014841012)"
"5124 S GREENWOOD AVE","5124","S","GREENWOOD","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5124%20and%20direction=%27S%27%20and%20street_name=%27GREENWOOD%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=5124%20and%20direction=%27S%27%20and%20street_name=%27GREENWOOD%27%20and%20street_type=%27AVE%27)",,,"41.8015161887712","-87.59993305129144","POINT (-87.59993305129144 41.8015161887712)"
"2912 W FILLMORE ST","2912","W","FILLMORE","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2912%20and%20direction=%27W%27%20and%20street_name=%27FILLMORE%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/yqn4-3th2.csv?street_number=2912%20and%20direction=%27W%27%20and%20street_name=%27FILLMORE%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2912%20and%20direction=%27W%27%20and%20street_name=%27FILLMORE%27%20and%20street_type=%27ST%27)",,,,"41.86841044038838","-87.69893139573875","POINT (-87.69893139573875 41.86841044038838)"
"1633 S AVERS AVE","1633","S","AVERS","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1633%20and%20direction=%27S%27%20and%20street_name=%27AVERS%27%20and%20street_type=%27AVE%27)",,,,"41.85791827960217","-87.721034456656","POINT (-87.721034456656 41.85791827960217)"
