"case_","date_of_occurrence","block","_iucr","_primary_decsription","_secondary_description","_location_description","arrest","domestic","beat","ward","fbi_cd","x_coordinate","y_coordinate","latitude","longitude","location"
"JG254095","2023-05-06T13:00:00.000","003XX E 38TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","212","3","14","1179336","1879867","41.825642379","-87.617564012","
,  
(41.825642379, -87.617564012)"
"JG250555","2023-05-06T13:00:00.000","013XX E 75TH ST","1750","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","SMALL RETAIL STORE","N","Y","324","8","08B","1186632","1855540","41.758717293","-87.591567218","
,  
(41.758717293, -87.591567218)"
"JG251091","2023-05-06T13:00:00.000","079XX S EVANS AVE","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","N","N","624","6","07","1182602","1852521","41.750527247","-87.606430213","
,  
(41.750527247, -87.606430213)"
"JG251235","2023-05-06T13:00:00.000","011XX N CALIFORNIA AVE","0820","THEFT","$500 AND UNDER","STREET","N","N","1211","26","06","1157524","1907277","41.901329063","-87.696841493","
,  
(41.901329063, -87.696841493)"
"JG253543","2023-05-06T13:00:00.000","007XX N AVERS AVE","0890","THEFT","FROM BUILDING","APARTMENT","N","N","1112","37","06","1150589","1904709","41.894420579","-87.722381751","
,  
(41.894420579, -87.722381751)"
"JG250795","2023-05-06T13:00:00.000","039XX S WELLS ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","VEHICLE NON-COMMERCIAL","Y","Y","925","3","08B","1175263","1878937","41.823182522","-87.632534564","
,  
(41.823182522, -87.632534564)"
"JG251146","2023-05-06T13:00:00.000","031XX N BROADWAY","1240","DECEPTIVE PRACTICE","UNLAWFUL USE OF A COMPUTER","OTHER (SPECIFY)","N","N","1934","44","11","1171692","1921352","41.939651294","-87.64438597","
,  
(41.939651294, -87.64438597)"
"JG295782","2023-05-06T13:00:00.000","014XX W IRVING PARK RD","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE - GARAGE","N","N","1912","47","05","1165612","1926650","41.954321169","-87.666580192","
,  
(41.954321169, -87.666580192)"
"JG251062","2023-05-06T13:00:00.000","090XX S ABERDEEN ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","2222","21","14","1170575","1844781","41.729557998","-87.650727576","
,  
(41.729557998, -87.650727576)"
"JG250592","2023-05-06T13:00:00.000","002XX S HALSTED ST","0820","THEFT","$500 AND UNDER","RESTAURANT","N","N","1232","34","06","1171084","1899188","41.878845456","-87.647272077","
,  
(41.878845456, -87.647272077)"
"JG266053","2023-05-06T13:00:00.000","030XX N GREENVIEW AVE","0810","THEFT","OVER $500","STREET","N","N","1932","32","06","1165782","1920229","41.936698006","-87.666138987","
,  
(41.936698006, -87.666138987)"
"JG251321","2023-05-06T13:00:00.000","022XX N ORCHARD ST","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1812","43","14","1171238","1915129","41.922585111","-87.646237829","
,  
(41.922585111, -87.646237829)"
"JG250230","2023-05-06T13:05:00.000","013XX W 78TH ST","0560","ASSAULT","SIMPLE","APARTMENT","N","Y","612","17","08A","1168608","1853039","41.752261698","-87.657695732","
,  
(41.752261698, -87.657695732)"
"JG250251","2023-05-06T13:09:00.000","001XX W 66TH ST","0313","ROBBERY","ARMED - OTHER DANGEROUS WEAPON","RESIDENCE - YARD (FRONT / BACK)","N","N","722","6","03","1176355","1861223","41.774549079","-87.629060903","
,  
(41.774549079, -87.629060903)"
"JG250253","2023-05-06T13:10:00.000","009XX W IRVING PARK RD","0860","THEFT","RETAIL THEFT","DRUG STORE","N","N","1923","46","06","1169204","1926746","41.954507152","-87.653372774","
,  
(41.954507152, -87.653372774)"
"JG250259","2023-05-06T13:14:00.000","081XX S HALSTED ST","1310","CRIMINAL DAMAGE","TO PROPERTY","GAS STATION","N","N","613","17","14","1172389","1850791","41.746010581","-87.643906039","
,  
(41.746010581, -87.643906039)"
"JG253667","2023-05-06T13:24:00.000","016XX W HARRISON ST","0460","BATTERY","SIMPLE","HOSPITAL BUILDING / GROUNDS","N","N","1231","27","08B","1165491","1897444","41.874180626","-87.66785807","
,  
(41.874180626, -87.66785807)"
"JG250453","2023-05-06T13:25:00.000","014XX N LAKE SHORE DR","0820","THEFT","$500 AND UNDER","STREET","N","N","1824","43","06","1176822","1909956","41.908265588","-87.625877455","
,  
(41.908265588, -87.625877455)"
"JG250380","2023-05-06T13:26:00.000","026XX N ELSTON AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1432","32","06","1160867","1917657","41.929743818","-87.684273777","
,  
(41.929743818, -87.684273777)"
"JG250421","2023-05-06T13:28:00.000","003XX N MENARD AVE","0460","BATTERY","SIMPLE","SIDEWALK","N","N","1512","29","08B","1137653","1901600","41.886132026","-87.769967437","
,  
(41.886132026, -87.769967437)"
"JG250381","2023-05-06T13:30:00.000","035XX W NORTH AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1422","26","07","1152378","1910401","41.910004826","-87.715660725","
,  
(41.910004826, -87.715660725)"
"JG266769","2023-05-06T13:30:00.000","015XX E 65TH ST","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT","N","N","321","5","26","1187684","1862199","41.77696521","-87.587500142","
,  
(41.77696521, -87.587500142)"
"JG252071","2023-05-06T13:30:00.000","046XX W IRVING PARK RD","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","N","N","1722","45","06","1144295","1926174","41.953443342","-87.744957048","
,  
(41.953443342, -87.744957048)"
"JG250312","2023-05-06T13:30:00.000","058XX W 64TH PL","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE - GARAGE","N","N","812","13","05","1138534","1861185","41.775211072","-87.767709346","
,  
(41.775211072, -87.767709346)"
"JG283197","2023-05-06T13:33:00.000","032XX W LELAND AVE","0820","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","N","N","1713","33","06","1153729","1931040","41.966612994","-87.710146501","
,  
(41.966612994, -87.710146501)"
"JG250302","2023-05-06T13:35:00.000","024XX S TRUMBULL AVE","0460","BATTERY","SIMPLE","OTHER (SPECIFY)","N","N","1024","22","08B","1153757","1887478","41.847074361","-87.711205225","
,  
(41.847074361, -87.711205225)"
"JG250417","2023-05-06T13:35:00.000","048XX N MAGNOLIA AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","N","Y","2033","47","26","1167056","1932757","41.971048053","-87.66109574","
,  
(41.971048053, -87.66109574)"
"JG250271","2023-05-06T13:37:00.000","021XX W FARWELL AVE","0460","BATTERY","SIMPLE","APARTMENT","N","N","2411","40","08B","1160588","1945576","42.006360672","-87.684522097","
,  
(42.006360672, -87.684522097)"
"JG250353","2023-05-06T13:41:00.000","043XX S LAKE PARK AVE","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","STREET","N","N","222","4","07","1184667","1876345","41.815854232","-87.598116703","
,  
(41.815854232, -87.598116703)"
"JG250830","2023-05-06T13:45:00.000","0000X E ADAMS ST","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","113","34","14","1176602","1899471","41.879499198","-87.627002693","
,  
(41.879499198, -87.627002693)"
"JG250298","2023-05-06T13:48:00.000","092XX S COMMERCIAL AVE","0334","ROBBERY","ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT","RESTAURANT","Y","N","424","10","03","1197747","1844338","41.727707947","-87.551205466","
,  
(41.727707947, -87.551205466)"
"JG252620","2023-05-06T13:54:00.000","027XX S HARDING AVE","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","OTHER (SPECIFY)","N","N","1031","22","11","1150485","1885511","41.84174108","-87.723264804","
,  
(41.84174108, -87.723264804)"
"JG250651","2023-05-06T13:57:00.000","113XX S VINCENNES AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","2234","21","14","1166574","1829624","41.688050882","-87.665814778","
,  
(41.688050882, -87.665814778)"
"JG255384","2023-05-06T14:00:00.000","039XX N LAKE SHORE DR","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","APARTMENT","N","N","1925","46","11","1171466","1926441","41.953620672","-87.645066391","
,  
(41.953620672, -87.645066391)"
"JG252126","2023-05-06T14:00:00.000","006XX W HUBBARD ST","0810","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","N","N","1214","27","06","1171623","1903300","41.890117213","-87.645171912","
,  
(41.890117213, -87.645171912)"
"JG253811","2023-05-06T14:00:00.000","051XX S PULASKI RD","1310","CRIMINAL DAMAGE","TO PROPERTY","BANK","N","N","822","23","14","1150573","1870133","41.799540004","-87.723342501","
,  
(41.799540004, -87.723342501)"
"JG250462","2023-05-06T14:00:00.000","092XX S MICHIGAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","634","6","08B","1178775","1843750","41.72654643","-87.620720154","
,  
(41.72654643, -87.620720154)"
"JG250408","2023-05-06T14:00:00.000","051XX W MADISON ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1533","28","08B","1142034","1899535","41.880385359","-87.753930385","
,  
(41.880385359, -87.753930385)"
"JG250397","2023-05-06T14:00:00.000","007XX W OHIO ST","0820","THEFT","$500 AND UNDER","STREET","N","N","1214","27","06","1171139","1904076","41.892257244","-87.646926569","
,  
(41.892257244, -87.646926569)"
"JG250336","2023-05-06T14:00:00.000","047XX S ADA ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","933","20","08B","1168129","1873268","41.80778288","-87.65886962","
,  
(41.80778288, -87.65886962)"
"JG274998","2023-05-06T14:00:00.000","033XX W PENSACOLA AVE","0460","BATTERY","SIMPLE","APARTMENT","N","N","1724","33","08B","1153370","1928716","41.960242948","-87.711528506","
,  
(41.960242948, -87.711528506)"
"JG250467","2023-05-06T14:06:00.000","067XX S CLYDE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","331","5","14","1191374","1860625","41.77255742","-87.574023883","
,  
(41.77255742, -87.574023883)"
"JG250362","2023-05-06T14:10:00.000","077XX S MORGAN ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","612","17","14","1170985","1853507","41.753494398","-87.648971425","
,  
(41.753494398, -87.648971425)"
"JG250337","2023-05-06T14:15:00.000","056XX S INDIANA AVE","0560","ASSAULT","SIMPLE","APARTMENT","N","Y","231","20","08A","1178562","1867607","41.79201753","-87.620776525","
,  
(41.79201753, -87.620776525)"
"JG250489","2023-05-06T14:15:00.000","079XX S ASHLAND AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","612","17","07","1167054","1852050","41.74958109","-87.663418694","
,  
(41.74958109, -87.663418694)"
"JG250338","2023-05-06T14:17:00.000","014XX W OAKDALE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","Y","1932","32","14","1166129","1919682","41.935189592","-87.664879397","
,  
(41.935189592, -87.664879397)"
"JG250332","2023-05-06T14:21:00.000","012XX S PULASKI RD","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","1011","24","15","1149910","1894203","41.865604191","-87.72514897","
,  
(41.865604191, -87.72514897)"
"JG250334","2023-05-06T14:24:00.000","001XX N STATE ST","0552","ASSAULT","AGGRAVATED POLICE OFFICER - KNIFE / CUTTING INSTRUMENT","SIDEWALK","N","N","111","42","04A","1176329","1901689","41.885591676","-87.627938154","
,  
(41.885591676, -87.627938154)"
"JG261559","2023-05-06T14:25:00.000","020XX N damen ave","0890","THEFT","FROM BUILDING","SMALL RETAIL STORE","N","N","1432","32","06","1162691","1913887","41.91936061","-87.677677009","
,  
(41.91936061, -87.677677009)"
"JG250470","2023-05-06T14:28:00.000","031XX W 41ST ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","921","12","08B","1156053","1877269","41.819013668","-87.70305379","
,  
(41.819013668, -87.70305379)"
"JG250729","2023-05-06T14:30:00.000","048XX N BROADWAY","0810","THEFT","OVER $500","RESTAURANT","N","N","2033","46","06","1167445","1932167","41.969420689","-87.659682414","
,  
(41.969420689, -87.659682414)"
"JG252455","2023-05-06T14:30:00.000","047XX S LA CROSSE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","814","22","08B","1144824","1872783","41.806922039","-87.744359314","
,  
(41.806922039, -87.744359314)"
"JG297800","2023-05-06T14:30:00.000","011XX S WABASH AVE","0820","THEFT","$500 AND UNDER","APARTMENT","N","N","123","4","06","1176950","1895442","41.868435518","-87.625846844","
,  
(41.868435518, -87.625846844)"
"JG250368","2023-05-06T14:30:00.000","092XX S DREXEL AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","413","8","08B","1184167","1844007","41.727127479","-87.600960894","
,  
(41.727127479, -87.600960894)"
"JG252099","2023-05-06T14:30:00.000","063XX N Winthrop AVE","0820","THEFT","$500 AND UNDER","COLLEGE / UNIVERSITY - RESIDENCE HALL","N","N","2433","48","06","1167704","1942303","41.99722854","-87.658436401","
,  
(41.99722854, -87.658436401)"
"JG251490","2023-05-06T14:30:00.000","0000X E ADAMS ST","0820","THEFT","$500 AND UNDER","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","113","34","06","1176602","1899471","41.879499198","-87.627002693","
,  
(41.879499198, -87.627002693)"
"JG250359","2023-05-06T14:30:00.000","013XX W 95TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","2222","21","07","1169194","1841762","41.721303358","-87.655873595","
,  
(41.721303358, -87.655873595)"
"JG250343","2023-05-06T14:35:00.000","049XX W HUBBARD ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","PARK PROPERTY","Y","N","1532","37","15","1143311","1902558","41.888657083","-87.749165751","
,  
(41.888657083, -87.749165751)"
"JG252137","2023-05-06T14:40:00.000","010XX W BRYN MAWR AVE","0560","ASSAULT","SIMPLE","SMALL RETAIL STORE","N","N","2023","48","08A","1168086","1937366","41.983673036","-87.657174571","
,  
(41.983673036, -87.657174571)"
"JG250364","2023-05-06T14:41:00.000","079XX S ASHLAND AVE","0460","BATTERY","SIMPLE","GAS STATION","N","N","611","17","08B","1167051","1852159","41.749880266","-87.663426578","
,  
(41.749880266, -87.663426578)"
"JG250385","2023-05-06T14:43:00.000","001XX S OAKLEY BLVD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","1223","27","08B","1161105","1899226","41.87916278","-87.683911937","
,  
(41.87916278, -87.683911937)"
"JG250446","2023-05-06T14:45:00.000","032XX N SHEFFIELD AVE","0810","THEFT","OVER $500","SMALL RETAIL STORE","N","N","1924","44","06","1169039","1921661","41.940557298","-87.654127467","
,  
(41.940557298, -87.654127467)"
"JG255065","2023-05-06T14:45:00.000","005XX E 33RD PL","0810","THEFT","OVER $500","APARTMENT","N","N","211","4","06","1180708","1882808","41.83368122","-87.612439993","
,  
(41.83368122, -87.612439993)"
"JG254039","2023-05-06T14:50:00.000","022XX S SAWYER AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","OTHER (SPECIFY)","N","N","1024","24","11","1155043","1888891","41.850926135","-87.706447738","
,  
(41.850926135, -87.706447738)"
"JG250379","2023-05-06T15:00:00.000","013XX W 18TH PL","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","1233","25","08B","1167712","1891196","41.856988055","-87.659883565","
,  
(41.856988055, -87.659883565)"
"JG250377","2023-05-06T15:00:00.000","002XX N HALSTED ST","0810","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1214","27","06","1171002","1901932","41.886376976","-87.647492643","
,  
(41.886376976, -87.647492643)"
"JG253245","2023-05-06T15:00:00.000","019XX W OGDEN AVE","0560","ASSAULT","SIMPLE","RESIDENCE","N","Y","1231","27","08A","1163312","1897077","41.873219626","-87.675868666","
,  
(41.873219626, -87.675868666)"
"JG250536","2023-05-06T15:00:00.000","024XX S BOULEVARD WAY","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1033","24","07","1156995","1887513","41.847105421","-87.699320798","
,  
(41.847105421, -87.699320798)"
"JG250346","2023-05-06T15:00:00.000","056XX N RIDGE AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","N","N","2013","48","06","1167084","1937517","41.984109031","-87.660855375","
,  
(41.984109031, -87.660855375)"
"JG252034","2023-05-06T15:00:00.000","005XX W ROOT ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","925","11","07","1173423","1877402","41.819011326","-87.63933026","
,  
(41.819011326, -87.63933026)"
"JG250386","2023-05-06T15:00:00.000","002XX N HALSTED ST","0810","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1214","27","06","1171005","1901824","41.886080551","-87.647484796","
,  
(41.886080551, -87.647484796)"
"JG250569","2023-05-06T15:00:00.000","121XX S PRINCETON AVE","0820","THEFT","$500 AND UNDER","STREET","N","Y","523","9","06","1176468","1824491","41.673749048","-87.629747214","
,  
(41.673749048, -87.629747214)"
"JG250520","2023-05-06T15:00:00.000","128XX S PARNELL AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","Y","523","9","14","1174974","1819895","41.661170217","-87.635351634","
,  
(41.661170217, -87.635351634)"
"JG251376","2023-05-06T15:00:00.000","081XX S BURNHAM AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","422","7","07","1196250","1851474","41.747326907","-87.556453142","
,  
(41.747326907, -87.556453142)"
"JG254264","2023-05-06T15:00:00.000","073XX S KENWOOD AVE","0820","THEFT","$500 AND UNDER","STREET","N","N","324","8","06","1186478","1856633","41.761720229","-87.592097094","
,  
(41.761720229, -87.592097094)"
"JG250391","2023-05-06T15:15:00.000","007XX W 31ST ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","915","11","06","1171668","1884327","41.838052883","-87.645564858","
,  
(41.838052883, -87.645564858)"
"JG250502","2023-05-06T15:17:00.000","046XX W NORTH AVE","0460","BATTERY","SIMPLE","CONVENIENCE STORE","N","N","2533","37","08B","1145011","1910225","41.909664252","-87.742728815","
,  
(41.909664252, -87.742728815)"
"JG250410","2023-05-06T15:18:00.000","001XX W 103RD ST","051A","ASSAULT","AGGRAVATED - HANDGUN","TAVERN / LIQUOR STORE","Y","N","511","9","04A","1176968","1836653","41.707112161","-87.627552452","
,  
(41.707112161, -87.627552452)"
"JG250407","2023-05-06T15:20:00.000","033XX W ARTHINGTON ST","0460","BATTERY","SIMPLE","APARTMENT","N","N","1134","24","08B","1154345","1895847","41.870028132","-87.708823855","
,  
(41.870028132, -87.708823855)"
"JG250422","2023-05-06T15:20:00.000","002XX E HURON ST","0460","BATTERY","SIMPLE","HOSPITAL BUILDING / GROUNDS","N","N","1834","2","08B","1178032","1905132","41.895000852","-87.621579608","
,  
(41.895000852, -87.621579608)"
"JG250515","2023-05-06T15:25:00.000","090XX S ASHLAND AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","N","N","2221","21","26","1167254","1844859","41.729843669","-87.662891098","
,  
(41.729843669, -87.662891098)"
"JG250448","2023-05-06T15:28:00.000","059XX S MICHIGAN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","232","20","14","1178171","1865761","41.78696081","-87.622266229","
,  
(41.78696081, -87.622266229)"
"JG252252","2023-05-06T15:30:00.000","069XX N OAKLEY AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","N","N","2411","40","05","1159635","1945674","42.006649352","-87.688025595","
,  
(42.006649352, -87.688025595)"
"JG251374","2023-05-06T15:30:00.000","032XX W ADDISON ST","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","BANK","N","N","1733","35","11","1154047","1923755","41.946616121","-87.709172353","
,  
(41.946616121, -87.709172353)"
"JG252076","2023-05-06T15:30:00.000","063XX N MAGNOLIA AVE","0890","THEFT","FROM BUILDING","RESIDENCE - PORCH / HALLWAY","N","N","2433","48","06","1166797","1942294","41.997223412","-87.661773142","
,  
(41.997223412, -87.661773142)"
"JG250392","2023-05-06T15:30:00.000","036XX W 26TH ST","0810","THEFT","OVER $500","STREET","N","N","1013","22","06","1152337","1886479","41.844361092","-87.716442982","
,  
(41.844361092, -87.716442982)"
