"case_","date_of_occurrence","block","_iucr","_primary_decsription","_secondary_description","_location_description","arrest","domestic","beat","ward","fbi_cd","x_coordinate","y_coordinate","latitude","longitude","location"
"JG249727","2023-05-05T22:40:00.000","050XX W GLADYS AVE","0560","ASSAULT","SIMPLE","STREET","N","N","1533","29","08A","1142901","1897872","41.875805774","-87.750788256","
,  
(41.875805774, -87.750788256)"
"JG293121","2023-05-05T22:40:00.000","058XX S MARYLAND AVE","0810","THEFT","OVER $500","HOSPITAL BUILDING / GROUNDS","N","N","235","5","06","1182887","1866434","41.788699253","-87.604954085","
,  
(41.788699253, -87.604954085)"
"JG249719","2023-05-05T22:40:00.000","022XX S KEDZIE AVE","1755","OFFENSE INVOLVING CHILDREN","CHILD ABANDONMENT","APARTMENT","N","Y","1024","24","20","1155374","1888939","41.851051216","-87.705231604","
,  
(41.851051216, -87.705231604)"
"JG250326","2023-05-05T22:45:00.000","009XX W RANDOLPH ST","0820","THEFT","$500 AND UNDER","STREET","N","N","1224","27","06","1169957","1901223","41.884454286","-87.6513508","
,  
(41.884454286, -87.6513508)"
"JG249757","2023-05-05T22:45:00.000","060XX S KEDZIE AVE","0460","BATTERY","SIMPLE","CONVENIENCE STORE","N","N","823","14","08B","1156091","1864310","41.783451628","-87.70326286","
,  
(41.783451628, -87.70326286)"
"JG249767","2023-05-05T22:47:00.000","035XX W 48TH PL","0560","ASSAULT","SIMPLE","STREET","N","N","821","14","08A","1153774","1872365","41.805601993","-87.711544256","
,  
(41.805601993, -87.711544256)"
"JG249736","2023-05-05T22:50:00.000","043XX S PULASKI RD","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","STREET","N","N","815","14","24","1150397","1875670","41.814737762","-87.723843947","
,  
(41.814737762, -87.723843947)"
"JG249693","2023-05-05T22:52:00.000","006XX W VAN BUREN ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","121","34","15","1172291","1898426","41.876727916","-87.642862748","
,  
(41.876727916, -87.642862748)"
"JG252068","2023-05-05T23:00:00.000","004XX N CLARK ST","0890","THEFT","FROM BUILDING","RESTAURANT","N","N","1831","42","06","1175464","1903149","41.889617465","-87.631070692","
,  
(41.889617465, -87.631070692)"
"JG251774","2023-05-05T23:00:00.000","006XX N LA SALLE DR","0460","BATTERY","SIMPLE","STREET","N","N","1832","42","08B","1175030","1904357","41.892942019","-87.63262828","
,  
(41.892942019, -87.63262828)"
"JG249721","2023-05-05T23:00:00.000","013XX N HUDSON AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1821","27","08B","1173068","1909520","41.907153315","-87.639680572","
,  
(41.907153315, -87.639680572)"
"JG250101","2023-05-05T23:00:00.000","046XX S KOMENSKY AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","815","14","14","1150137","1873613","41.809098115","-87.724851097","
,  
(41.809098115, -87.724851097)"
"JG249682","2023-05-05T23:01:00.000","047XX S ROCKWELL ST","051A","ASSAULT","AGGRAVATED - HANDGUN","SIDEWALK","N","N","922","15","04A","1159835","1873061","41.807389429","-87.689295603","
,  
(41.807389429, -87.689295603)"
"JG249755","2023-05-05T23:16:00.000","025XX E 83RD ST","141B","WEAPONS VIOLATION","UNLAWFUL USE - OTHER FIREARM","STREET","N","N","423","7","15","1194509","1850429","41.7445023","-87.562866815","
,  
(41.7445023, -87.562866815)"
"JG250519","2023-05-05T23:20:00.000","004XX N WELLS ST","0810","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1831","42","06","1174661","1903052","41.889369287","-87.634022523","
,  
(41.889369287, -87.634022523)"
"JG249851","2023-05-05T23:29:00.000","037XX W CHICAGO AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","GAS STATION","N","N","1112","27","14","1151088","1905077","41.895420644","-87.720539406","
,  
(41.895420644, -87.720539406)"
"JG260850","2023-05-05T23:30:00.000","017XX W TAYLOR ST","0281","CRIMINAL SEXUAL ASSAULT","NON-AGGRAVATED","HOSPITAL BUILDING / GROUNDS","N","N","1231","27","02","1164761","1895624","41.869201889","-87.670589881","
,  
(41.869201889, -87.670589881)"
"JG250234","2023-05-05T23:30:00.000","023XX N SOUTHPORT AVE","0820","THEFT","$500 AND UNDER","BAR OR TAVERN","N","N","1811","2","06","1166593","1915707","41.924272037","-87.663288347","
,  
(41.924272037, -87.663288347)"
"JG250413","2023-05-05T23:30:00.000","015XX N KEELER AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","2534","36","14","1148098","1909992","41.908965989","-87.731394386","
,  
(41.908965989, -87.731394386)"
"JG249749","2023-05-05T23:30:00.000","035XX S RHODES AVE","0430","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","STREET","N","N","212","4","04B","1180172","1881335","41.829651528","-87.614451899","
,  
(41.829651528, -87.614451899)"
"JG252563","2023-05-05T23:31:00.000","018XX N HOYNE AVE","0890","THEFT","FROM BUILDING","RESIDENCE","N","N","1434","32","06","1162059","1912560","41.915732466","-87.680036198","
,  
(41.915732466, -87.680036198)"
"JG249702","2023-05-05T23:35:00.000","009XX W BELMONT AVE","0460","BATTERY","SIMPLE","STREET","N","N","1924","44","08B","1169269","1921430","41.93991842","-87.653288878","
,  
(41.93991842, -87.653288878)"
"JG249705","2023-05-05T23:40:00.000","038XX W POLK ST","1811","NARCOTICS","POSSESS - CANNABIS 30 GRAMS OR LESS","STREET","Y","N","1133","24","18","1151011","1896094","41.870771836","-87.721057598","
,  
(41.870771836, -87.721057598)"
"JG249717","2023-05-05T23:40:00.000","015XX W 18TH ST","051A","ASSAULT","AGGRAVATED - HANDGUN","RESTAURANT","Y","N","1233","25","04A","1166484","1891492","41.857826647","-87.664382528","
,  
(41.857826647, -87.664382528)"
"JG249715","2023-05-05T23:40:00.000","011XX W 104TH ST","051A","ASSAULT","AGGRAVATED - HANDGUN","RESIDENCE","N","N","2232","21","04A","1170551","1835839","41.705020341","-87.651075074","
,  
(41.705020341, -87.651075074)"
"JG249713","2023-05-05T23:40:00.000","026XX S KILDARE AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","ALLEY","Y","N","1031","22","15","1148146","1886137","41.843504177","-87.73183219","
,  
(41.843504177, -87.73183219)"
"JG249754","2023-05-05T23:43:00.000","039XX N LAKE SHORE DR","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","Y","N","1925","46","04A","1171434","1926668","41.954244273","-87.645177325","
,  
(41.954244273, -87.645177325)"
"JG249708","2023-05-05T23:50:00.000","009XX E 42ND PL","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","214","4","14","1183323","1877111","41.817987641","-87.603022811","
,  
(41.817987641, -87.603022811)"
"JG249716","2023-05-05T23:51:00.000","069XX S SANGAMON ST","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","733","16","04A","1171175","1858746","41.767866727","-87.648122217","
,  
(41.767866727, -87.648122217)"
"JG249739","2023-05-05T23:56:00.000","065XX S ELLIS AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","321","20","08B","1184014","1861817","41.776003524","-87.600966016","
,  
(41.776003524, -87.600966016)"
"JG249759","2023-05-05T23:56:00.000","032XX S HOYNE AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","912","12","15","1162871","1883214","41.83518745","-87.677876316","
,  
(41.83518745, -87.677876316)"
"JG249714","2023-05-05T23:57:00.000","040XX W 50TH ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","815","14","15","1150402","1871163","41.802369805","-87.723942831","
,  
(41.802369805, -87.723942831)"
"JG249711","2023-05-05T23:58:00.000","025XX S LAWNDALE AVE","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","RESIDENCE","N","N","1013","22","04A","1152113","1886813","41.845282042","-87.717256238","
,  
(41.845282042, -87.717256238)"
"JG252101","2023-05-05T23:59:00.000","018XX W LARCHMONT AVE","0810","THEFT","OVER $500","STREET","N","N","1922","47","06","1163255","1926248","41.953268054","-87.67525618","
,  
(41.953268054, -87.67525618)"
"JG265634","2023-05-05T23:59:00.000","102XX W ZEMKE RD","1206","DECEPTIVE PRACTICE","THEFT BY LESSEE, MOTOR VEHICLE","COMMERCIAL / BUSINESS OFFICE","N","N","1654","41","11","1106955","1941060","41.994913946","-87.881937669","
,  
(41.994913946, -87.881937669)"
"JG254626","2023-05-06T00:00:00.000","011XX E 61ST ST","0281","CRIMINAL SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE","N","N","235","5","02","1184994","1864796","41.7841552","-87.597279983","
,  
(41.7841552, -87.597279983)"
"JG253883","2023-05-06T00:00:00.000","020XX N CICERO AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","2522","26","14","1144064","1913033","41.917387541","-87.746137108","
,  
(41.917387541, -87.746137108)"
"JG250503","2023-05-06T00:00:00.000","013XX N KEDZIE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1422","26","14","1154776","1908948","41.905969942","-87.706890384","
,  
(41.905969942, -87.706890384)"
"JG263364","2023-05-06T00:00:00.000","012XX S PULASKI RD","5011","OTHER OFFENSE","LICENSE VIOLATION","COMMERCIAL / BUSINESS OFFICE","Y","N","1011","24","26","1149914","1894046","41.865173287","-87.725138368","
,  
(41.865173287, -87.725138368)"
"JG259326","2023-05-06T00:00:00.000","093XX S LUELLA AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","N","Y","413","7","08A","1192805","1843481","41.725478054","-87.569336351","
,  
(41.725478054, -87.569336351)"
"JG264154","2023-05-06T00:00:00.000","069XX S SOUTH SHORE DR","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","APARTMENT","N","N","331","5","11","1193426","1859510","41.769447819","-87.566538409","
,  
(41.769447819, -87.566538409)"
"JG251276","2023-05-06T00:00:00.000","038XX N KENMORE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","1923","46","14","1168587","1925706","41.951666763","-87.655671176","
,  
(41.951666763, -87.655671176)"
"JG249726","2023-05-06T00:00:00.000","057XX S COTTAGE GROVE AVE","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","HOSPITAL BUILDING / GROUNDS","N","N","233","20","04A","1182556","1867223","41.790872026","-87.606143261","
,  
(41.790872026, -87.606143261)"
"JG258045","2023-05-06T00:00:00.000","035XX W DIVERSEY AVE","0810","THEFT","OVER $500","RESIDENCE","N","N","1412","35","06","1152148","1918386","41.931920901","-87.71629459","
,  
(41.931920901, -87.71629459)"
"JG328858","2023-05-06T00:00:00.000","131XX S CORLISS AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","APARTMENT","N","N","533","10","11","1184010","1818386","41.656823738","-87.602332465","
,  
(41.656823738, -87.602332465)"
"JG257844","2023-05-06T00:00:00.000","013XX N NORTH BRANCH ST","1242","DECEPTIVE PRACTICE","COMPUTER FRAUD","COMMERCIAL / BUSINESS OFFICE","N","N","1822","27","11","1168480","1908832","41.905365973","-87.656554105","
,  
(41.905365973, -87.656554105)"
"JG397315","2023-05-06T00:01:00.000","027XX W LUNT AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","N","N","2411","50","26","1156800","1946323","42.008488394","-87.6984383","
,  
(42.008488394, -87.6984383)"
"JG250030","2023-05-06T00:01:00.000","010XX N DEARBORN ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1824","2","07","1175748","1907290","41.900974199","-87.629903053","
,  
(41.900974199, -87.629903053)"
"JG250152","2023-05-06T00:01:00.000","001XX N LAPORTE AVE","0820","THEFT","$500 AND UNDER","STREET","N","N","1532","28","06","1143348","1900799","41.883829485","-87.749073853","
,  
(41.883829485, -87.749073853)"
"JG249928","2023-05-06T00:01:00.000","002XX S HOYNE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1225","27","14","1162441","1898964","41.878415984","-87.679013713","
,  
(41.878415984, -87.679013713)"
"JG249730","2023-05-06T00:03:00.000","042XX S ST LAWRENCE AVE","141B","WEAPONS VIOLATION","UNLAWFUL USE - OTHER FIREARM","STREET","N","N","214","4","15","1180971","1876833","41.817279318","-87.611659156","
,  
(41.817279318, -87.611659156)"
"JG249723","2023-05-06T00:05:00.000","009XX E 46TH ST","031A","ROBBERY","ARMED - HANDGUN","SIDEWALK","N","N","222","4","03","1183342","1874708","41.811393188","-87.603028028","
,  
(41.811393188, -87.603028028)"
"JG252785","2023-05-06T00:10:00.000","035XX N Fremont St","0810","THEFT","OVER $500","STREET","N","N","1924","44","06","1169641","1923612","41.945897812","-87.651857914","
,  
(41.945897812, -87.651857914)"
"JG249765","2023-05-06T00:11:00.000","022XX N KILBOURN AVE","0460","BATTERY","SIMPLE","SIDEWALK","N","N","2522","26","08B","1146021","1914496","41.921365163","-87.738909719","
,  
(41.921365163, -87.738909719)"
"JG249731","2023-05-06T00:15:00.000","016XX W BELMONT AVE","0460","BATTERY","SIMPLE","BAR OR TAVERN","Y","N","1922","32","08B","1164847","1921310","41.939684244","-87.669544458","
,  
(41.939684244, -87.669544458)"
"JG249758","2023-05-06T00:15:00.000","004XX N LAWLER AVE","0454","BATTERY","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY","APARTMENT","Y","Y","1532","37","08B","1142624","1902475","41.888442128","-87.751690768","
,  
(41.888442128, -87.751690768)"
"JG249812","2023-05-06T00:15:00.000","070XX S KIMBARK AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","321","5","07","1185902","1858673","41.767331778","-87.594143913","
,  
(41.767331778, -87.594143913)"
"JG249771","2023-05-06T00:15:00.000","001XX E 75TH ST","0560","ASSAULT","SIMPLE","GAS STATION","Y","N","323","6","08A","1178634","1855322","41.758304581","-87.620885702","
,  
(41.758304581, -87.620885702)"
"JG249734","2023-05-06T00:18:00.000","081XX S INGLESIDE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","631","8","08B","1183979","1851235","41.746966294","-87.601424385","
,  
(41.746966294, -87.601424385)"
"JG249803","2023-05-06T00:21:00.000","050XX W WEST END AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1532","28","07","1142763","1900513","41.883055575","-87.751229179","
,  
(41.883055575, -87.751229179)"
"JG249781","2023-05-06T00:22:00.000","001XX E OHIO ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","Y","1834","42","08B","1177530","1904238","41.892559086","-87.623450463","
,  
(41.892559086, -87.623450463)"
"JG250294","2023-05-06T00:23:00.000","003XX S SACRAMENTO BLVD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1124","28","07","1156434","1898301","41.876720197","-87.701088107","
,  
(41.876720197, -87.701088107)"
"JG249787","2023-05-06T00:25:00.000","059XX S KOMENSKY AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE - PORCH / HALLWAY","N","N","813","23","14","1150386","1864882","41.785134099","-87.724164739","
,  
(41.785134099, -87.724164739)"
"JG249800","2023-05-06T00:30:00.000","012XX S LAKE SHORE DR E","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","132","4","04A","1178818","1894964","41.867081407","-87.619003708","
,  
(41.867081407, -87.619003708)"
"JG250113","2023-05-06T00:30:00.000","052XX W OHIO ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1524","37","14","1141149","1903464","41.891183372","-87.75708318","
,  
(41.891183372, -87.75708318)"
"JG250005","2023-05-06T00:30:00.000","001XX N MORGAN ST","0810","THEFT","OVER $500","BAR OR TAVERN","N","N","1224","27","06","1169744","1901459","41.885106529","-87.65212608","
,  
(41.885106529, -87.65212608)"
"JG249885","2023-05-06T00:30:00.000","003XX E 69TH ST","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","APARTMENT","N","Y","322","6","04A","1179338","1859330","41.769286936","-87.618183502","
,  
(41.769286936, -87.618183502)"
"JG250295","2023-05-06T00:30:00.000","013XX W GRENSHAW ST","0810","THEFT","OVER $500","STREET","N","N","1231","28","06","1167571","1895129","41.867783573","-87.660287938","
,  
(41.867783573, -87.660287938)"
"JG249848","2023-05-06T00:30:00.000","004XX N CLARK ST","0810","THEFT","OVER $500","BAR OR TAVERN","N","N","1831","42","06","1175463","1903198","41.889751946","-87.631072891","
,  
(41.889751946, -87.631072891)"
"JG249772","2023-05-06T00:40:00.000","015XX S DRAKE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1021","24","08B","1152957","1892184","41.860004046","-87.71401667","
,  
(41.860004046, -87.71401667)"
"JG249792","2023-05-06T00:40:00.000","022XX W 19TH ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","RESIDENCE","N","N","1234","25","15","1161797","1890705","41.855765959","-87.681608567","
,  
(41.855765959, -87.681608567)"
"JG249752","2023-05-06T00:44:00.000","050XX N SPAULDING AVE","0495","BATTERY","AGGRAVATED OF A SENIOR CITIZEN","SCHOOL - PRIVATE BUILDING","Y","N","1713","33","04B","1153469","1933292","41.972797804","-87.711042342","
,  
(41.972797804, -87.711042342)"
"JG250214","2023-05-06T00:55:00.000","085XX W RASCHER AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","1614","41","14","1118299","1935081","41.97833522","-87.840334456","
,  
(41.97833522, -87.840334456)"
"JG249756","2023-05-06T00:58:00.000","035XX W 13TH PL","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","N","N","1021","24","04B","1152924","1893675","41.864096173","-87.714098329","
,  
(41.864096173, -87.714098329)"
"JG249799","2023-05-06T00:59:00.000","053XX W MADISON ST","0460","BATTERY","SIMPLE","APARTMENT","N","N","1522","37","08B","1140621","1899502","41.880320863","-87.759119659","
,  
(41.880320863, -87.759119659)"
"JG251106","2023-05-06T00:59:00.000","050XX W MONROE ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1533","28","14","1142476","1899184","41.879413972","-87.752316111","
,  
(41.879413972, -87.752316111)"
"JG251684","2023-05-06T01:00:00.000","062XX N KEDVALE AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","1711","39","11","1147570","1941137","41.994440528","-87.732531974","
,  
(41.994440528, -87.732531974)"
"JG249959","2023-05-06T01:00:00.000","091XX S MERRILL AVE","031A","ROBBERY","ARMED - HANDGUN","STREET","N","N","413","7","03","1192100","1844772","41.729037824","-87.571876916","
,  
(41.729037824, -87.571876916)"
"JG249782","2023-05-06T01:00:00.000","018XX W OHIO ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","1221","36","08B","1164128","1904051","41.892339662","-87.672675624","
,  
(41.892339662, -87.672675624)"
"JG250281","2023-05-06T01:00:00.000","016XX E 56TH ST","0810","THEFT","OVER $500","STREET","N","N","235","5","06","1188074","1868190","41.793395687","-87.585879509","
,  
(41.793395687, -87.585879509)"
"JG251203","2023-05-06T01:00:00.000","026XX E 83RD ST","0810","THEFT","OVER $500","STREET","N","N","423","7","06","1195030","1850444","41.744530644","-87.560957353","
,  
(41.744530644, -87.560957353)"
"JG250043","2023-05-06T01:00:00.000","002XX E 35TH ST","0610","BURGLARY","FORCIBLE ENTRY","RESTAURANT","N","N","211","4","05","1178613","1881840","41.831072943","-87.620156406","
,  
(41.831072943, -87.620156406)"
"JG250190","2023-05-06T01:00:00.000","058XX W 64TH PL","0810","THEFT","OVER $500","RESIDENCE - YARD (FRONT / BACK)","N","N","812","13","06","1138588","1861186","41.775212842","-87.76751136","
,  
(41.775212842, -87.76751136)"
"JG253001","2023-05-06T01:00:00.000","0000X N AUSTIN BLVD","0880","THEFT","PURSE-SNATCHING","STREET","N","Y","1513","29","06","1136382","1899662","41.880836698","-87.774681244","
,  
(41.880836698, -87.774681244)"
"JG257622","2023-05-06T01:03:00.000","0000X S MICHIGAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","114","42","08B","1177316","1900288","41.881724937","-87.624356244","
,  
(41.881724937, -87.624356244)"
"JG249774","2023-05-06T01:06:00.000","0000X N MASON AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","N","N","1513","29","04B","1136773","1899645","41.880783054","-87.773245905","
,  
(41.880783054, -87.773245905)"
"JG249769","2023-05-06T01:07:00.000","100XX S WALLACE ST","031A","ROBBERY","ARMED - HANDGUN","SIDEWALK","N","N","2232","9","03","1174073","1838307","41.711715599","-87.638104997","
,  
(41.711715599, -87.638104997)"
"JG253671","2023-05-06T01:10:00.000","006XX N CLARK ST","1310","CRIMINAL DAMAGE","TO PROPERTY","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1832","42","14","1175432","1904246","41.892628411","-87.63115524","
,  
(41.892628411, -87.63115524)"
"JG249766","2023-05-06T01:11:00.000","057XX S ELIZABETH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","713","16","08B","1168969","1866719","41.789793556","-87.655978004","
,  
(41.789793556, -87.655978004)"
"JG249764","2023-05-06T01:12:00.000","063XX N MAGNOLIA AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","2433","48","14","1166798","1942260","41.997130094","-87.661770444","
,  
(41.997130094, -87.661770444)"
"JG250210","2023-05-06T01:15:00.000","0000X E 16TH ST","0820","THEFT","$500 AND UNDER","STREET","Y","N","131","3","06","1177178","1892449","41.860217377","-87.625100464","
,  
(41.860217377, -87.625100464)"
"JG249817","2023-05-06T01:19:00.000","003XX E OHIO ST","0340","ROBBERY","ATTEMPT STRONG ARM - NO WEAPON","STREET","N","N","1834","2","03","1178513","1904263","41.892605313","-87.619839586","
,  
(41.892605313, -87.619839586)"
"JG249775","2023-05-06T01:24:00.000","083XX S COTTAGE GROVE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","GAS STATION","N","N","632","8","14","1183009","1849965","41.743503863","-87.60501807","
,  
(41.743503863, -87.60501807)"
"JG249784","2023-05-06T01:28:00.000","025XX W 83RD ST","0430","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","RESIDENCE","N","Y","835","18","04B","1161031","1849522","41.742770434","-87.685559301","
,  
(41.742770434, -87.685559301)"
"JG249841","2023-05-06T01:28:00.000","014XX W MONTROSE AVE","0860","THEFT","RETAIL THEFT","OTHER (SPECIFY)","N","N","1912","47","06","1165635","1929313","41.961628063","-87.666419454","
,  
(41.961628063, -87.666419454)"
"JG249907","2023-05-06T01:30:00.000","0000X W WACKER DR","0810","THEFT","OVER $500","SIDEWALK","N","N","111","42","06","1176109","1902134","41.88681774","-87.62873261","
,  
(41.88681774, -87.62873261)"
"JG252167","2023-05-06T01:30:00.000","036XX S MARSHFIELD AVE","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","N","N","912","11","07","1165948","1880483","41.82762832","-87.666663638","
,  
(41.82762832, -87.666663638)"
"JG263892","2023-05-06T01:30:00.000","015XX E 55TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","234","5","14","1187212","1868840","41.795199859","-87.589019701","
,  
(41.795199859, -87.589019701)"
"JG249816","2023-05-06T01:30:00.000","009XX E 133RD ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","N","Y","533","10","07","1184908","1817288","41.653789719","-87.59908081","
,  
(41.653789719, -87.59908081)"
"JG253145","2023-05-06T01:30:00.000","013XX N LAWNDALE AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","APARTMENT","N","Y","2535","26","04A","1151459","1908688","41.905322303","-87.719081845","
,  
(41.905322303, -87.719081845)"
"JG249805","2023-05-06T01:32:00.000","101XX S YALE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","511","9","08B","1176406","1837635","41.709819528","-87.629581096","
,  
(41.709819528, -87.629581096)"
"JG249797","2023-05-06T01:35:00.000","034XX N LONG AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","PARK PROPERTY","N","Y","1633","30","08B","1139758","1922280","41.942842093","-87.761731154","
,  
(41.942842093, -87.761731154)"
"JG250525","2023-05-06T01:35:00.000","004XX W 60TH PL","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","Y","711","20","14","1174350","1864802","41.784415072","-87.636304519","
,  
(41.784415072, -87.636304519)"
"JG249806","2023-05-06T01:37:00.000","032XX W DOUGLAS BLVD","0497","BATTERY","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON","APARTMENT","N","Y","1022","24","04B","1155096","1893275","41.862955261","-87.706135681","
,  
(41.862955261, -87.706135681)"
"JG249810","2023-05-06T01:40:00.000","061XX S ROCKWELL ST","0460","BATTERY","SIMPLE","APARTMENT","N","N","825","16","08B","1160094","1863807","41.781989896","-87.688600214","
,  
(41.781989896, -87.688600214)"
"JG249827","2023-05-06T01:44:00.000","015XX W HOWARD ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","2422","49","08B","1164550","1950346","42.019366321","-87.669809371","
,  
(42.019366321, -87.669809371)"
"JG249807","2023-05-06T01:46:00.000","015XX S DRAKE AVE","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","SIDEWALK","N","N","1021","24","15","1152957","1892184","41.860004046","-87.71401667","
,  
(41.860004046, -87.71401667)"
"JG249798","2023-05-06T01:47:00.000","048XX W LE MOYNE ST","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","2533","37","04A","1143898","1909535","41.907791774","-87.746834884","
,  
(41.907791774, -87.746834884)"
"JG249809","2023-05-06T02:00:00.000","018XX S RIDGEWAY AVE","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","APARTMENT","N","Y","1014","24","15","1151663","1890638","41.855787154","-87.718807245","
,  
(41.855787154, -87.718807245)"
"JG250120","2023-05-06T02:00:00.000","024XX S CENTRAL PARK AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1024","22","14","1152760","1887466","41.847061193","-87.714864546","
,  
(41.847061193, -87.714864546)"
"JG250016","2023-05-06T02:00:00.000","067XX S CLYDE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","331","5","14","1191374","1860625","41.77255742","-87.574023883","
,  
(41.77255742, -87.574023883)"
"JG249840","2023-05-06T02:00:00.000","013XX S WABASH AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","COMMERCIAL / BUSINESS OFFICE","N","Y","131","3","08B","1176978","1894238","41.865131033","-87.625780483","
,  
(41.865131033, -87.625780483)"
"JG256334","2023-05-06T02:00:00.000","0000X W HUBBARD ST","0320","ROBBERY","STRONG ARM - NO WEAPON","STREET","N","N","1831","42","03","1176050","1903312","41.890051565","-87.62891376","
,  
(41.890051565, -87.62891376)"
"JG249923","2023-05-06T02:00:00.000","085XX S DORCHESTER AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","Y","Y","412","8","08B","1187024","1848676","41.739872525","-87.59034781","
,  
(41.739872525, -87.59034781)"
"JG252965","2023-05-06T02:00:00.000","073XX S RHODES AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","323","6","14","1181178","1856406","41.761220998","-87.61152892","
,  
(41.761220998, -87.61152892)"
